Name,seo-url,Address,City,State,Zip,Phone,Basic Services,Embalming,Dressing & Casketing,Facilities & Staff for Visitation,Facilities & Staff for Chapel Service,Transfer Vehicle to Funeral Home,Hearse,UtilityFlower Vehicle,Lead Car,Direct Cremation with Memorial Service ,Crematory Fee,Direct Cremation
Boal Memorial Chapel,boal-memorial-chapel,19008 Legislative Road,Barton,MD,21521,301-463-2009,1700,575,Included,700,525,250,295,Included,Included,3150,Included,2625
Boardway & Cilley Funeral Home,boardway-cilley-funeral-home,Main Street,Chelsea ,VT,5077,802-685-4600,1675,350,165,425,650,295,255,225,Not Available,2800,250,1725
Boaz Carr Funeral Home,boaz-carr-funeral-home,807 E Sparks,Boaz,AL,35957,256-593-4214,2245,750,250,475,475,350,300,350,Not Available,2670,Included,2195
Bob Hunt Funeral Chapel,bob-hunt-funeral-chapel,410 North Dixie Hwy,Cave City,KY,42127,270-773-3888,1560,825,200,400,400,175,225,100,Not Available,2390,Included,1990
Bob Neal & Sons Funeral Home,bob-neal-sons-funeral-home,5 Bruce St,Morrilton,AR,72110,501-354-1638,1979,695,163,263,368,205,184,90,Not Available,2363,Included,1995
Bob Neal & Sons Funeral Home,bob-neal-sons-funeral-home-01,292 Madison Street,Clarendon,AR,72029,870-747-3704,1979,695,163,263,368,205,184,90,Not Available,2363,Included,1995
Bob Neal & Sons Funeral Home,bob-neal-sons-funeral-home-02,300 Hemlock,Brinkley,AR,72021,870-734-1211,1979,695,163,263,368,205,184,90,Not Available,2363,Included,1995
Bob Neal & SonsBrickell Funeral Home,bob-neal-sonsbrickell-funeral-home,350 E Highway 49,Marvell,AR,72366,870-829-2515,1979,695,163,263,368,205,184,90,Not Available,2363,Included,1995
Bocco Funeral Home ,bocco-funeral-home,1300 Kings Hwy. North,Cherry Hill,NJ,8034,856-795-5991,2050,800,350,750,165,325,340,185,Included,2515,240,1900
Bocken Funeral Home ,bocken-funeral-home,7042 Kennedy Avenue,Hammond, IN,46323,219-844-1600,2295,925,425,495,595,475,395,160,Not Available ,2890,250,2295
Bodkin Funeral Home,bodkin-funeral-home,2000 S. First,Milan,TN,38358,731-686-3111,2175,525,85,350,350,195,195,115,75,2150,Included,1800
Boldt Funeral Home,boldt-funeral-home,300 Prairie Avenue,Faribault,MN,55021,507-334-4481,3585,400,197,200,350,275,165,54,54,2150,Included,1800
Bolea-Amici Funeral Home,bolea-amici-funeral-home,115 North Main Street,Mansfield,MA,2048,508-339-7595,2375,700,Included,200,350,650,Included,200,Not Available,2095,250,1495
Bolea-Buonfiglio Funeral Home,bolea-buonfiglio-funeral-home,116 Franklin,Quincy,MA,2169,617-472-5319,2175,695,275,750,600,375,375,350,Not Available,2095,250,1495
Boles Funeral Homes & Crematory,boles-funeral-homes-crematory,425 W. Pennsylvania Ave.,Southern Pines,NC,28387,910-692-6262,2595,750,200,400,400,225,200,150,150,3220,Included,2820
Boles Funeral Homes & Crematory,boles-funeral-homes-crematory-01,35 Parker Lane,Pinehurst,NC,28374,910-235-0366,2595,750,200,400,400,225,200,150,150,3220,Included,2820
Boles Funeral Homes & Crematory,boles-funeral-homes-crematory-02,102 South Vance Street,Red Springs,NC,28377,910-843-4128,2380,650,200,400,400,225,200,150,150,2780,Included,2380
Boles Funeral Homes & Crematory,boles-funeral-homes-crematory-03,312 W. Main Street,Rowland,NC,28383,910-422-3631,2380,650,200,400,400,225,200,150,150,2780,Included,2380
Boles Memorial-Baron Mc Auliffe-Yameen Funeral Home,boles-memorial-baron-mc-auliffe-yameen-funeral-home,184 Jackson St.,Lawrence,MA,1841,978-686-0386,1995,695,195,850,695,350,325,125,Not Available,2790,385,1795
"Bolling, Grose & Lotts Funeral Service",bolling-grose-lotts-funeral-service,2160 E. Mildand,Buena Vista,VA,24416,540-261-5510,2285,525,175,250,395,245,175,95,Not Available ,2690,Included,2295
Bollman Funeral Home,bollman-funeral-home,694 Main Street,Dallas,OR,97338,503-623-3286,1295,395,105,175,495,495,395,295,Not Available,2090,Included,1595
Bolton Funeral Home & Pinelawn Gardens,bolton-funeral-home-pinelawn-gardens,207 Hwy 47 South,Columbiana,AL,35051,205-669-3179,2530,1195,100,800,800,395,395,200,Not Available,3195,Included,2495
Bolton Funeral Home & Shelby Memory Gardens,bolton-funeral-home-shelby-memory-gardens,8586 Alabama Highway 25,Calera,AL,35040,205-668-2523,2530,1195,100,800,800,395,395,200,Not Available,3195,Included,2495
Bolyard Funeral Home,bolyard-funeral-home,79 Morgantown Ave,Newburg,WV,26410,304-892-4200,2450,1000,300,400,500,250,200,150,Not Available,2450,Included,1950
Bongiovi Funeral Home,bongiovi-funeral-home,416 Bell Avenue,Raritan,NJ,8869,908-725-1887,3500,1495,495,1200,750,595,650,450,Not Available,2440,Not Available,1690
Bonnerup Funeral and Cremation Service - Ellendale Chapel,bonnerup-funeral-and-cremation-service-ellendale-chapel,308 7th Ave W,Ellendale,MN,56026,507-684-2881,2095,595,195,325,500,295,295,95,Not Available,2995,Not Available,2195
Bonnerup Funeral and Cremation Service - Friedrich's Chapel,bonnerup-funeral-and-cremation-service-friedrichs-chapel,Birch At Division,New Richland,MN,56072,507-465-8015,2095,595,195,325,500,295,295,95,Not Available,2995,Not Available,2195
Bonnerup Funeral & Cremation Services,bonnerup-funeral-cremation-services,525 W. Clark,Albert Lea,MN,56007,507-373-2461,2095,595,195,325,500,295,295,95,Not Available,2995,Not Available,2195
Bonney-Watson Funeral Home,bonney-watson-funeral-home,1535 S W Dash Point Rd,Federal Way,WA,98023,253-839-7317,1205,630,95,300,600,365,410,120,Included ,2740,Included,2140
Booker-Gilbert Funeral Home,booker-gilbert-funeral-home,325 West Cedar Street,Franklin,KY,42134,270-586-4464,1795,795,Included,295,325,225,225,175,Not Available,2120,Included,1795
Boone-Card Funeral Home,boone-card-funeral-home,305 Main Street,Indianola,MS,38751,662-887-2611,1390,940,295,300,400,445,345,295,Included,3285,Included,2885
"Boone & Cooke, Inc., Funeral Home & Crematory",boone-cooke-inc-funeral-home-crematory,7671 NC Hwy 770 W,Eden,NC,27288,336-623-3141,2695,695,195,250,250,195,250,100,100,1645,Included,1395
Boone County Crematory,boone-county-crematory,1502 North Lebanon Street ,Lebanon,IN,46052,765-482-0620,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2825,170,2175
Boone Family Funeral Home,boone-family-funeral-home,2005 Mount Jefferson Road,West Jefferson,NC,28694,336-246-7979,1990,549,245,595,595,290,225,195,Not Available,3795,Included,2120
Boone Funeral Chapel,boone-funeral-chapel,1100 Old Creek Rd.,Hollandale,MS,38748,662-887-2611,1390,940,295,300,400,445,345,295,Included,3285,Included,2885
Boone Funeral Home,boone-funeral-home,101 South Broad St,Leland,MS,38756,662-887-2611,1390,940,295,300,400,445,345,295,Included,3285,Included,2885
Boone Funeral Home and Crematory,boone-funeral-home-and-crematory,2156 Airline Drive,Bossier City,LA,71111,318-742-5361,2970,875,200,225,300,475,175,125,Not Available,2415,Included,2115
Boone-Lipsey Funeral Home,boone-lipsey-funeral-home,US 41 South,Adel,GA,31620,229-896-2613,2195,675,190,375,375,295,325,185,Not Available,3390,350,3015
Boone-Lipsey Funeral Home,boone-lipsey-funeral-home-01,202 N. Hutchinson Avenue,Adel,GA,31620,229-896-2613,2195,675,190,375,375,295,325,185,Not Available,3390,350,3015
Boone-Nickell Funeral Home,boone-nickell-funeral-home,150 West Water Street,Flemingsburg,KY,41041,606-845-2231,1375,500,175,450,550,225,225,100,Not Available,2045,375,1495
Boone-Wells Funeral Home,boone-wells-funeral-home,905 Main,Greenville,MS,38702,662-887-2611,1390,940,295,300,400,445,345,295,Included,3285,Included,2885
Booneville Funeral Home,booneville-funeral-home,506 N. Third Street,Booneville,MS,38829,662-728-6607,2195,795,150,145,465,225,295,145,Not Available,2745,Included,2445
Booneville Funeral Home,booneville-funeral-home-01,3450 Ky Hwy 11 North,Booneville,KY,41314,606-593-6289,1999,685,220,690,Included,295,295,Included,Not Available,1685,Included,1685
Booneville Funeral Service,booneville-funeral-service,1811 E Main St,Booneville,AR,72927,479-675-3392,2995,595,225,275,375,295,185,85,Not Available,1770,Included,1395
Bordentown Home for Funerals,bordentown-home-for-funerals,40 Crosswicks Street,Bordentown,NJ,8505,609-298-0128,1625,875,325,975,825,250,285,285,100,3165,Not Available,2565
Bordwine Funeral Home,bordwine-funeral-home,203 Ohio Avenue,Etowah,TN,37331,423-263-7033,1695,615,195,375,375,175,195,145,Not Available,1965,245,1590
Borek Jennings Funeral Homes & Cremation Service,borek-jennings-funeral-homes-cremation-service,312 S. Michigan,Howell,MI,48843,517-546-0100,1975,955,440,865,630,515,515,260,230,4020,300,2900
Borthwick Mortuary,borthwick-mortuary,1330 Maunakea Street,Honolulu,HI,96817,808-522-5200,3045,1945,695,1995,1995,745,745,495,Not Available,6890,Included,3345
Bosk Funeral Home,bosk-funeral-home,85 Blossom Street,Fitchburg,MA,1420,978-342-3635,1875,650,325,395,395,275,350,150,150,3800,495,3405
Bostic-Kendrick Funeral Home,bostic-kendrick-funeral-home,"1300 West, Pennsylvania Avenue",Southern Pines,NC,28387,910-692-8982,1260,450,100,365,400,200,300,90,Not Available,1600,Included,1200
Bottoms Garden Chapel Funeral Home,bottoms-garden-chapel-funeral-home,12118 East State Hwy 52,Hartford,AL,36344,334-588-3250,750,325,75,450,450,250,250,150,Not Available,2195,Included,1745
Bottoms Garden Chapel Funeral Home,bottoms-garden-chapel-funeral-home-01,209 S.Choctaw Street,Geneva,AL,36340,334-684-2982,750,325,75,450,450,250,250,150,Not Available,2195,Included,1745
Boucher Funeral Home,boucher-funeral-home,272 Sayles Avenue,Pascoag,RI,2859,401-568-5760,1900,425,95,675,400,325,275,125,Not Available,2125,300,1725
Boucher Funeral Home,boucher-funeral-home-01,110 Nichols Street,Gardner,MA,1440,978-632-0203,3495,690,260,285,495,445,425,160,160,5220,Not Available,4710
Boucher-O'Brien Funeral Home,boucher-obrien-funeral-home,7 Pleasant Street,Easthampton,MA,1027,413-527-0015,1850,575,275,150,600,375,Not Available,Not Available,Not Available,2275,Included,1900
Boucher & Pritchard Funeral Home,boucher-pritchard-funeral-home,85 N. Winooski Ave,Burlington,VT,5401,802-862-2851,1995,495,150,650,650,395,350,100,100,2615,Included,1965
Boule Funeral Home,boule-funeral-home,615 Broadway,Fall River,MA,2724,508-673-2901,2200,675,225,625,750,350,350,Included,Included,2075,350,1325
Boulevard Funeral Home,boulevard-funeral-home,223 Ashley Blvd.,New Bedford,MA,2746,508-994-6272,2900,500,200,600,700,345,365,225,225,2550,280,2050
Boulevard Funeral Home and Cremation Service,boulevard-funeral-home-and-cremation-service,1151 River Road,New Milford,NJ,7646,201-692-0100,1650,850,395,840,500,300,395,125,Not Available,2150,250,1650
Boultinghouse Funeral Home ,boultinghouse-funeral-home,527 Main Street,Rockport,IN,47635,812-649-4546,2290,720,305,370,570,160,185,95,Included ,3065,Included,2495
Bounds Funeral Home,bounds-funeral-home,705 E. Main Street,Salisbury,MD,21804,410-749-3281,3195,1300,295,595,995,595,495,295,Not Available,3535,Included,2540
Bowen Funeral Home,bowen-funeral-home,981 State Hwy 253,Winfield,AL,35594,205-487-4327,1495,400,200,300,300,150,200,150,Not Available,2500,Included,2200
BowenDonaldson Home For Funerals,bowendonaldson-home-for-funerals,420 Love Avenue,Tifton,GA,31794,229-382-4255,1890,655,185,370,370,205,220,130,Not Available,1860,Included,1490
Bower Funeral Chapel,bower-funeral-chapel,320 East Main St,Dublin,VA,24084,540-674-4665,1295,595,150,475,475,250,275,75,75,2195,300,1820
Bower Funeral Chapel,bower-funeral-chapel-01,1631 Bobwhite Boulevard,Pulaski,VA,24301,540-980-6160,1295,595,150,475,475,250,275,75,75,2195,300,1820
Bower-Rose Funeral Home,bower-rose-funeral-home,222 North Main Street,Marine City,MI,48039,810-765-8700,2795,700,250,600,600,475,425,200,Not Available,2275,Included,1675
Bowers Funeral Home IncDecatur Chapel,bowers-funeral-home-incdecatur-chapel,163 Arrants Avenue,Decatur,TN,37322,423-334-3661,800,550,175,250,350,150,175,150,Not Available,1625,260,1275
Bowling Funeral Home,bowling-funeral-home,1704 N. Main Street,London,KY,40741,606-864-2151,1800,525,275,295,295,150,350,Not Available,100,1495,Included,1200
Bowser Family Funeral Home,bowser-family-funeral-home,2608 Hwy 71 South,Mena,AR,71953,479-394-4477,1765,525,85,400,600,125,145,50,Not Available,2665,Included,2065
Boyd Funeral Directors,boyd-funeral-directors,212 E. Main St,Salem,KY,42078,270-988-3131,2200,750,Included,360,360,200,250,100,Included,2855,Included,2495
Boyd Funeral Home,boyd-funeral-home,101 Elizabeth Street,Ashland City,TN,37015,615-792-4677,2000,700,200,300,300,290,290,200,Not Available,2095,Included,1690
Boyd Funeral Home,boyd-funeral-home-01,207 E. 2nd Street,Lonoke,AR,72086,501-676-2375,1210,495,205,210,1165,205,275,145,Not Available,1965,Included,1420
Boyd's Funeral Service,boyds-funeral-service,149 Holland Bland Road,Warrenton,NC,27589,252-257-5902,1200,650,Included,325,325,125,300,100,100,1720,Included,1395
Boyko Memorial Funeral Home,boyko-memorial-funeral-home,709 Broadway,Fall River,MA,2724,508-678-5121,1695,600,295,600,750,400,350,185,185,3250,Included,2500
Boylan Funeral Home,boylan-funeral-home,188 Easton,New Brunswick,NJ,8901,732-545-4040,1995,1075,375,500,1150,360,360,250,Not Available,3660,295,2935
Boyle Brothers Funeral Home,boyle-brothers-funeral-home,173 Union Avenue,Framingham,MA,1702,508-875-3106,2350,895,400,700,600,425,400,300,300,4450,Included,3850
Brackett Funeral Home,brackett-funeral-home,29 Federal Street,Brunswick,ME,4011,207-725-5511,1892,475,285,485,660,375,485,195,195,3859,Included,3199
Bradford-O'Keefe Funeral Home,bradford-okeefe-funeral-home,911 Porter Ave,Ocean Springs,MS,39564,228-875-1266,1988,650,200,150,558,400,450,100,Not Available,2554,Included,2091
Bradford-O'Keefe Funeral Home,bradford-okeefe-funeral-home-01,675 Howard Avenue,Biloxi,MS,39530,228-374-5650,1988,650,200,150,558,400,450,100,Not Available,2554,Included,2091
Bradford-O'Keefe Funeral Home,bradford-okeefe-funeral-home-02,2511 Pass Rd,Biloxi,MS,39531,228-388-1811,1988,650,200,150,558,400,450,100,Not Available,2554,Included,2091
Bradford-O'Keefe Funeral Home,bradford-okeefe-funeral-home-03,1726 15th St,Gulfport,MS,39502,228-865-0090,1988,650,200,150,558,400,450,100,Not Available,2554,Included,2091
Bradford-O'Keefe Funeral Home,bradford-okeefe-funeral-home-04,15452 O'Neal Rd at Hwy 49,Gulfport,MS,39503,228-831-2322,1988,650,200,150,558,400,450,100,Not Available,2554,Included,2091
Bradley B. Anderson Funeral Home,bradley-b-anderson-funeral-home,135 North Main St,Reidsville,GA,30453,912-557-6783,1840,695,125,350,425,195,225,195,Included,1345,Included,995
Bradley Brough and Dangler Funeral Home,bradley-brough-and-dangler-funeral-home,309 Springfield,Summit,NJ,7901,908-273-2323,3250,995,525,950,980,500,450,350,Not Available,4150,305,3400
"Bradley, Brough & Dangler Funeral Home",bradley-brough-dangler-funeral-home,309 Springfield Avenue,Summit,NJ,7928,908-273-2323,3250,995,525,950,980,500,450,350,Not Available,4150,Not Available,3400
Bradley Colonial Chapel,bradley-colonial-chapel,1005 E. Main Street,Boonville, IN,47601,812-897-1459,2295,1300,Included,525,475,350,380,150,150,2200,260,1750
"Bradley, Haeberle & Barth Funeral Home",bradley-haeberle-barth-funeral-home,1100 Pine Avenue,Union,NJ,7083,908-686-6666,3250,995,525,950,980,500,450,350,Not Available,4150,Not Available,3400
"Bradley, Smith & Smith Funeral Home",bradley-smith-smith-funeral-home,415 Morris Avenue,Springfield,NJ,7081,973-376-7777,3250,995,525,950,980,500,450,350,Not Available,4150,Not Available,3400
Bradley & Stow Funeral Home,bradley-stow-funeral-home,127 Medford-Mt Holly Road,Medford,NJ,8055,609-953-7600,2650,695,300,595,595,350,375,275,Not Available,2790,190,1995
Bradley's Funeral Chapel,bradleys-funeral-chapel,307 Old Stage Road,Chilhowie,VA,24319,276-646-9035,1095,795,300,395,395,175,275,150,Included,2140,335,1805
Bradley's Funeral Home,bradleys-funeral-home,938 N. Main Street,Marion,VA,24354,276-783-1019,1095,795,300,395,395,175,275,150,Included,2140,335,1805
Bradshaw Funeral & Cremation Services - StillwaterEast Metro,bradshaw-funeral-cremation-services-stillwatereast-metro,2800 Curve Crest Dr,Stillwater,MN,55082,651-439-5511,2995,685,250,195,590,375,375,75,Not Available,3140,Included,2550
Brady & Levesque Funeral Home,brady-levesque-funeral-home,86 S. Main Street,Saint Albans,VT,5478,802-524-2928,2025,725,395,725,385,385,395,375,375,2770,425,2085
Bragdon-Finley Funeral Home,bragdon-finley-funeral-home,707 Main Street,Monmouth,ME,4259,207-933-4444,1895,550,200,598,595,400,300,120,Not Available,2095,Included,1500
Bragdon-Kelley Funeral Home,bragdon-kelley-funeral-home,9 Thurlow's Hill Road,Stonington,ME,4681,207-367-2233,3395,515,295,395,595,930,Included,350,Not Available,2790,Included,2195
Bragdon-Kelley Funeral Home,bragdon-kelley-funeral-home-01,47 Main St,Milbridge,ME,4658,207-546-2435,3395,515,295,395,595,930,Included,350,Not Available,2790,Included,2195
Bragdon-Kelley Funeral Home,bragdon-kelley-funeral-home-02,215 Main Street,Ellsworth,ME,4605,207-667-8325,3395,515,295,395,595,930,Included,350,Not Available,2790,Included,2195
Bragdon-Kelley Funeral Home,bragdon-kelley-funeral-home-03,220 Court Street,Machias,ME,4654,207-255-3985,3395,515,295,395,595,930,Included,350,Not Available,2790,Included,2195
Braman & Son Funeral Home ,braman-son-funeral-home,108 S. Main,Knox, IN ,46534,574-772-3030,2068,600,Included,500,400,87,175,150,Not Available,2000,Included,1500
Branch Brook Memorial Home,branch-brook-memorial-home,101 Union Avenue,Belleville,NJ,7109,973-450-8600,1650,750,350,850,400,375,425,295,Not Available,1420,165,995
Brandon Funeral Home,brandon-funeral-home,305 Wanoosnoc Rd,Fitchburg,MA,1420,978-343-4444,2000,850,375,850,750,400,325,280,280,3800,Included,2800
Brandon G. Thompson Funeral Home,brandon-g-thompson-funeral-home,12012 Hwy 190 West,Hammond,LA,70401,225-567-1884,1995,795,300,1195,695,595,395,195,195,3730,Included,3035
Brandon G. Thompson Funeral Home,brandon-g-thompson-funeral-home-01,1190 Highway 51 North,"Ponchatoula,",LA,70454,985-370-9296,1995,795,300,1195,695,595,395,195,195,3730,Included,3035
Brandon's Mortuary,brandons-mortuary,329 W 3rd St,Malvern,AR,72104,501-337-9171,1395,375,125,145,500,250,250,125,125,2050,Included,1650
Brandon's Mortuary,brandons-mortuary-01,2912 Hwy 29 N,Hope,AR,71801,870-777-1666,1395,375,125,145,500,250,250,125,125,2050,Included,1650
Brandywine Valley Funeral Care,brandywine-valley-funeral-care,412 Philadelphia Pike,Wilmington,DE,19809,302-764-2900,1295,795,245,400,400,395,300,200,200,1595,Included,1195
Brannen-Kennedy Funeral Home,brannen-kennedy-funeral-home,117 Memorial Drive,Reidsville,GA,30453,912-557-3842,1895,750,210,395,450,225,325,125,125,2645,Included,2195
Brannen-Kennedy Funeral Home,brannen-kennedy-funeral-home-01,206 N. Veterans Blvd,Glennville,GA,30427,912-654-2060,1895,750,210,395,450,225,325,125,125,2645,Included,2195
BrannenNeSmith Funeral Home,brannennesmith-funeral-home,1121 Borum St,Unadilla,GA,31091,478-627-3094,2560,900,175,245,500,190,120,95,60,3465,Included,2980
BrannenNeSmith Funeral Home,brannennesmith-funeral-home-01,1411 E. Union Street,Vienna,GA,31092,229-268-2311,2560,900,175,245,500,190,120,95,60,3465,Included,2980
Brannum Funeral Home,brannum-funeral-home,503 Sparrow,Lake Providence,LA,71254,318-559-2297,1295,700,200,150,600,200,250,Not Available,Not Available,2750,Included,2250
Brantley Funeral Home,brantley-funeral-home,6875 Cockrum Street,Olive Branch,MS,38654,662-895-2310,4495,795,295,335,495,495,290,295,Not Available,4485,Included,3990
Brantley-Philips Funeral Home,brantley-philips-funeral-home,2470 Hwy 51 South,Hernando,MS,38632,662-429-6262,1900,300,100,300,300,175,125,100,Included,1890,Included,1590
Brasco & Son Memorial Chapels,brasco-son-memorial-chapels,773 Moody Street,Waltham,MA,2453,781-893-6260,1925,625,345,750,885,375,350,195,75,2983,Included,2288
Brasco & Son Memorial Chapels,brasco-son-memorial-chapels-01,325 Trapelo Rd,Belmont,MA,2478,617-484-2088,1925,625,345,750,885,375,350,195,75,2983,Included,2288
Brashears Funeral Home,brashears-funeral-home,509 N. Gaskill Street,Huntsville,AR,72740,479-738-2123,3285,395,95,195,295,250,250,50,Not Available,2155,Included,1860
Braun Funeral Home,braun-funeral-home,106 Broad,Eatontown,NJ,7724,732-542-0383,2995,895,295,730,395,445,495,595,275,4600,Not Available,3905
Brazier-Watson Funeral Home,brazier-watson-funeral-home,623 Railroad,Donaldsonville,LA,70346,225-473-4252,1300,600,200,600,600,500,300,300,300,1950,Included,1350
Brazzel-Cornish Funeral Home,brazzel-cornish-funeral-home,1196 Us Highway 371 W,Prescott,AR,71857,870-887-2644,2855,625,110,325,325,325,375,55,Not Available,3520,Included,3195
Brazzel-Oakcrest Funeral Home,brazzel-oakcrest-funeral-home,1001 S. Main Street,Hope,AR,71801,870-777-6772,2855,625,110,325,325,325,375,55,Not Available,3520,Included,3195
Breathitt Funeral Home,breathitt-funeral-home,409 Highway 15 South,Jackson,KY,41339,606-666-2484,1640,475,225,450,450,300,185,140,Not Available,1445,Included,995
Breedlove Memorial Chapel Inc,breedlove-memorial-chapel-inc,526 College Drive,Barnesville,GA,30204,770-358-6260,1895,895,160,395,695,345,295,115,Included,3030,Included,2435
Breeland Funeral Home,breeland-funeral-home,3304 S. Liberty Street,Canton,MS,39046,601-859-3661,2590,700,250,400,400,400,400,175,60,1785,Included,1385
Brell & Son Funeral Home,brell-son-funeral-home,620 E. Second Street,Maysville,KY,41056,606-564-3641,1050,600,250,525,675,175,215,100,Not Available,1725,Included,1250
Brenna Funeral Home,brenna-funeral-home,340 Hamilton Avenue,Trenton,NJ,8609,609-393-2857,2295,995,350,300,595,395,325,325,Not Available,2860,Included,2535
Brenner Mortuary,brenner-mortuary,114 E. 4th St.,Pittsburg,KS,66762,620-231-5600,2145,895,245,295,355,255,275,125,35,2550,Included,2195
Brenny Funeral Chapel,brenny-funeral-chapel,309 N 4th St,Staples,MN,56479,888-894-1910,2895,695,330,395,450,595,450,Included,195,5235,Included,4785
Brenny Funeral Chapel,brenny-funeral-chapel-01,35 Pacific ave,Randall,MN,56475,320-749-2777,2895,695,330,395,450,595,450,Included,195,5235,Included,4785
Brenny Funeral Chapel,brenny-funeral-chapel-02,7348 Excelsior Blvd,Baxter,MN,56425,218-828-5051,2895,695,330,395,450,595,450,Included,195,5235,Included,4785
Brenny Funeral Chapel,brenny-funeral-chapel-03,CR 3 & Hwy 36,Crosslake,MN,56442,218-692-5051,2895,695,330,395,450,595,450,Included,195,5235,Included,4785
Brenny Funeral Chapel,brenny-funeral-chapel-04,31283 Front St,Pequot Lakes,MN,56472,218-568-4548,2895,695,330,395,450,595,450,Included,195,5235,Included,4785
BrentwoodRoesch-Patton Funeral Home,brentwoodroesch-patton-funeral-home,9010 Church Street,Brentwood,TN,37027,615-373-3040,4695,895,495,595,795,895,95,195,Not Available,3885,Included,3090
Brewitt Funeral Service & Crematory,brewitt-funeral-service-crematory,2 Epping Street,Raymond,NH,3077,603-895-3628,1895,785,275,450,675,295,285,195,Not Available,2140,395,1465
Brewitt Funeral Service & Crematory,brewitt-funeral-service-crematory-01,14 Pine Street,Exeter,NH,3833,603-772-3554,1895,785,275,450,675,295,285,195,Not Available,2140,395,1465
Brewitt Funeral Service & Crematory,brewitt-funeral-service-crematory-05,9 Pleasant Street,Epping,NH,3042,603-679-5391,1895,785,275,450,675,295,285,195,Not Available,2140,395,1465
Brewster Funeral & Cremation Service,brewster-funeral-cremation-service,34 Park Place,Manchester,VT,5255,802-362-1500,2350,600,200,350,695,450,375,100,Not Available,3645,Included,2950
Brian P. Harvey Funeral Home,brian-p-harvey-funeral-home,306 N. 7th Street,"Plattsmouth,",NE,68048,402-296-4445,1750,795,240,275,375,225,235,145,135,2570,300,2195
Brick-Meger Funeral Home,brick-meger-funeral-home,1603 Austin Road,Owatonna,MN,55060,507-455-1363,3115,725,440,485,485,400,345,245,Not Available,3615,Included,3130
Bridgers Funeral Home,bridgers-funeral-home,605 West Main Street,Conway,NC,27820,252-585-1442,859,489,103,145,275,140,190,100,Not Available ,2077,Included,1802
Bridges-Camaron Funeral Home,bridges-camaron-funeral-home,600 West Main Street,Sanford,NC,27332,919-774-1111,1900,475,75,200,350,150,175,100,Included,2300,Included,1950
Bridgewater Funeral Home,bridgewater-funeral-home,707 E. Main,Bridgewater,NJ,8807,732-356-1116,1995,995,395,600,495,395,450,395,Not Available,2746,Not Available,2246
Briggs Funeral Home,briggs-funeral-home,202 West Main Street,Troy,NC,27371,910-572-3768,2095,795,250,450,450,250,300,150,100,2395,Included,1995
Briggs Funeral Home,briggs-funeral-home-01,187 Farmers Market Rd,Candor,NC,27229,910-974-4786,2095,795,250,450,450,250,300,150,100,2395,Included,1995
Briggs Funeral Service,briggs-funeral-service,103 East Salisbury,Denton,NC,27239,336-859-2611,2095,795,250,450,450,250,300,150,100,2395,Included,1995
Bright Funeral Home & Cremation Center,bright-funeral-home-cremation-center,405 S. Main Street,Wake Forest,NC,27587,919-556-5811,2754,678,189,475,475,411,325,225,Not Available,3714,Included,3239
Brighton Funeral Home,brighton-funeral-home,4400 Bessemer Super Hwy,Bessemer,AL,35020,205-425-3577,2195,895,195,195,375,395,325,295,Not Available,2670,Included,2295
Bringman-Clark & Shields Funeral Home,bringman-clark-shields-funeral-home,226 E Wyandot Ave,Upper Sandusky,OH,43351,419-294-2328,1548,520,140,575,575,200,200,90,90,2525,300,1950
Brinsfield Funeral Home,brinsfield-funeral-home,22955 Hollywood Road,Leonardtown,MD,20650,301-475-5588,2050,710,285,550,450,285,375,145,Not Available,3000,Included,2550
Bristow-Faulkner  Funeral Home,bristow-faulkner-funeral-home,15 CF Edwards Lane,Saluda,VA,23149,804-758-2315,1740,750,155,595,595,270,305,145,90,3000,Included,2405
Britton Funeral Home,britton-funeral-home,27 Old US Hwy 421,Manchester,KY,40962,606-598-2121,1910,750,400,450,450,250,250,Not Available,Not Available,1905,Included,1455
Britton-Shewsbury Funeral Home,britton-shewsbury-funeral-home,648 Main,Shrewsbury,MA,1545,508-845-6226,1625,795,370,895,1090,460,395,115,115,2795,330,1895
Britton-Summers Funeral Home,britton-summers-funeral-home,4 Church Street,Westborough,MA,1581,508-366-4717,2095,695,295,395,890,395,395,Included,Included,3090,340,2595
Britton-Wallace Funeral Home,britton-wallace-funeral-home,91 Centra,Auburn,MA,1501,508-832-4420,1625,795,370,895,1090,460,395,115,115,2795,330,1895
Broadway Colonial Funeral Home,broadway-colonial-funeral-home,120 E. Broadway,Newton,KS,67114,316-283-4343,1680,480,300,300,750,275,300,100,100,2000,Included,1550
Brock Memorial & Worley Funeral Home,brock-memorial-worley-funeral-home,639 Lisbon Street,Clinton,NC,28328,910-592-8175,1585,670,125,195,125,125,250,150,Not Available,1085,Included,960
Brockhaus Funeral Home,brockhaus-funeral-home,606 East Norris St,"Wausa,",NE,68786,402-373-2345,2195,755,340,380,430,360,295,Not Available,Not Available,3732,Included,3302
Brockhaus Funeral Home,brockhaus-funeral-home-01,301 S Main St,"Verdigre,",NE,68783,402-668-2281,2195,755,340,380,430,360,295,Not Available,Not Available,3732,Included,3302
Brockhaus Funeral Home,brockhaus-funeral-home-02,253 Apple St #5,"Niobrara,",NE,68760,402-857-3596,2195,755,340,340,430,360,295,Not Available,Not Available,3732,Included,3302
