orig_address,orig_city,orig_state,orig_country,subpremise,street_number,route,locality,administrative_area_level_2,administrative_area_level_1,country,postal_code,lat,lng,partial_match
 997 Hwy 52 By-Pass East,Lafayette,TN,37083,"",997,Tennessee 52,Lafayette,Macon County,Tennessee,United States,37083,36.5308171,-86.074445,true
 544 Lafayette Road,Red Boiling Springs,TN,37150,"",544,Lafayette Road,Red Boiling Springs,Macon County,Tennessee,United States,37150,36.5211729,-85.85820609999999,false
 3750 North Montana Avenue,"Helena,",MT,59602,"",3750,North Montana Avenue,Helena,Lewis and Clark County,Montana,United States,59602,46.627331,-112.0219179,false
 2131 S. Grundy Quarles Hwy,Gainesboro,TN,38562,"",2131,South Grundy Quarles Highway,Gainesboro,Jackson County,Tennessee,United States,38562,36.3027866,-85.6394899,false
 1328 Fayette Pike West,Montgomery,WV,25136,"",1328,Fayette Pike West,Montgomery,Kanawha County,West Virginia,United States,25136,38.1797225,-81.33823749999999,false
 644 Main Street,Winger,MN,56592,"","",Main Street,Winger,Polk County,Minnesota,United States,56592,47.5352763,-95.9882688,true
 719 N Main St,Mahnomen,MN,56557,"",719,North Main Street,Mahnomen,Mahnomen County,Minnesota,United States,56557,47.322373,-95.9693322,false
" 89 ""C"" Street NW",Linton,IN,47441,"",89,Northwest C Street,Linton,Greene County,Indiana,United States,47441,39.0367319,-87.167176,true
 801 Broadway Street,Alexandria,MN,56308,"",801,Broadway Street,Alexandria,Douglas County,Minnesota,United States,56308,45.883408,-95.3774205,false
 Route 44 at Greenville Common,Greenville,RI,2828,"","",U.S. 44,Smithfield,Providence County,Rhode Island,United States,02828,41.8711295,-71.55135369999999,true
 320 6th Street,Springfield,OR,97477,"",320,6th Street,Springfield,Lane County,Oregon,United States,97477,44.0482232,-123.0185427,false
" 365 Watertown Street, Rt.16",Newton,MA,2458
 40 East Antietam Street,Hagerstown,MD,21740,"",40,East Antietam Street,Hagerstown,Washington County,Maryland,United States,21740,39.640285,-77.71987399999999,false
 1211 E. Main Street,El Dorado,AR,71730,"",1211,East Main Street,El Dorado,Union County,Arkansas,United States,71730,33.2115851,-92.65104439999999,false
 800 Depot Road,Jackson,AL,36545,"",800,Depot Road,Jackson,Clarke County,Alabama,United States,36545,31.5016325,-87.89609159999999,false
 520 2nd Avenue N.E.,Grand Rapids,MN,55744,"",520,Northeast 2nd Avenue,Grand Rapids,Itasca County,Minnesota,United States,55744,47.237761,-93.5249225,true
 1617 Market Street,Wilmington,NC,28401,"",1617,Market Street,Wilmington,New Hanover County,North Carolina,United States,28401,34.2373906,-77.92801349999999,false
 4108 S. College Road,Wilmington,NC,28412,"",4108,South College Road,Wilmington,New Hanover County,North Carolina,United States,28412,34.1667878,-77.8923176,false
 402 Donelson Parkway,Dover,TN,37058,"",402,Donelson Parkway,Dover,Stewart County,Tennessee,United States,37058,36.4872115,-87.8397774,false
 3865 U.S. Highway 431 N,Anniston,AL,36206,"",3865,U.S. 431,Anniston,Calhoun County,Alabama,United States,36206,33.7291126,-85.87829889999999,true
 47 Washington,Seymour,CT,6483,"",47,Washington Avenue,Seymour,New Haven County,Connecticut,United States,06483,41.3922435,-73.0718721,true
 30639 Hampden Avenue,Princess Anne,MD,21853,"",30639,Hampden Avenue,Princess Anne,Somerset County,Maryland,United States,21853,38.198849,-75.68943600000001,false
 314 Cove St.,Crisfield,MD,21817,"",314,Cove Street,Crisfield,Somerset County,Maryland,United States,21817,37.9797729,-75.85243439999999,false
 337 McMurry Blvd,Hartsville,TN,37074,"",337,East McMurry Boulevard,Hartsville,Trousdale County,Tennessee,United States,37074,36.3965923,-86.1563366,true
 135 South 16th Street,West Memphis,AR,72301,"",135,South 16th Street,West Memphis,Crittenden County,Arkansas,United States,72301,35.1449022,-90.1654396,false
 200 North 13th Street,West Memphis,AR,72301,"",200,North 13th Street,West Memphis,Crittenden County,Arkansas,United States,72301,35.1477363,-90.16888689999999,false
 157 Washington Avenue,Chelsea,MA,2150,"",157,Washington Avenue,Chelsea,Suffolk County,Massachusetts,United States,02150,42.3978628,-71.0307527,true
 120 Paris,Northvale,NJ,7647,"",120,Paris Avenue,Northvale,Bergen County,New Jersey,United States,07647,41.0073112,-73.9513016,true
 9445 Calumet Avenue.,Munster,IN,46321,"",9445,Calumet Avenue,Munster,Lake County,Indiana,United States,46321,41.5429492,-87.50825789999999,false
 4404 Cameron,Hammond, IN,46327,"",4404,Cameron Avenue,Hammond,Lake County,Indiana,United States,46327,41.6337969,-87.5151668,true
 550 W Williams St.,Apex,NC,27502,"",550,West Williams Street,Apex,Wake County,North Carolina,United States,27502,35.7343551,-78.8613233,false
 411 West 11th,Wood River,NE,68883,"",411,West 11th Street,Wood River,Hall County,Nebraska,United States,68883,40.8224629,-98.6059359,true
 209 N. Smith ave.,"Kenesaw,",NE,68956,"",209,North Smith Avenue,Kenesaw,Adams County,Nebraska,United States,68956,40.6217643,-98.6578521,false
 1123 W. 2nd,Grand Island,NE,68801,"",1123,West 2nd Street,Grand Island,Hall County,Nebraska,United States,68801,40.920357,-98.3505945,true
 225 Clay Avenue,"Harvard,",NE,68944,"",225,North Clay Avenue,Harvard,Clay County,Nebraska,United States,68944,40.6182756,-98.0972201,true
 505 N. Bellevue,"Hastings,",NE,68901,"",505,North Bellevue Avenue,Hastings,Adams County,Nebraska,United States,68901,40.58847,-98.39549699999999,true
 800 E. Watauga Avenue,Johnson City,TN,37601,"",800,East Watauga Avenue,Johnson City,Washington County,Tennessee,United States,37601,36.3291334,-82.3471194,false
 1340 North Main Street,Arab,AL,35016,"",1340,North Main Street,Arab,Marshall County,Alabama,United States,35016,34.3402872,-86.5021318,false
 558 Mount Auburn Street,Watertown,MA,2472,"",558,Mount Auburn Street,Watertown,Middlesex County,Massachusetts,United States,02472,42.37057,-71.1602,true
 311 W Jefferson St,La Grange,KY,40031,"",311,West Jefferson Street,La Grange,Oldham County,Kentucky,United States,40031,38.407515,-85.38364519999999,false
 12801 West 44th Ave,Wheat Ridge,CO,80033,"",12801,West 44th Avenue,Wheat Ridge,Jefferson County,Colorado,United States,80033,39.7790641,-105.1442738,false
 501 E. Clinton Street,Frankfort, IN ,46041,"",501,East Clinton Street,Frankfort,Clinton County,Indiana,United States,46041,40.280385,-86.50693299999999,false
 438 N. 8th Street,Kinder,LA,70648,"",438,8th Street,Kinder,Allen Parish,Louisiana,United States,70648,30.4899479,-92.8501323,true
 432 N. 2nd Street,Elton,LA,70532,"",432,2nd Street,Elton,Jefferson Davis Parish,Louisiana,United States,70532,30.4791915,-92.6872405,true
 717 6th Street,Mamou,LA,70554,"",717,6th Street,Mamou,Evangeline Parish,Louisiana,United States,70554,30.6344126,-92.4198397,false
 840 Howard Street,Iota,LA,70543,"",840,Howard Street,Jennings,Acadia Parish,Louisiana,United States,70546,30.320428,-92.49041,false
 709 W. Main,Ville Platte,LA,70586,"",709,West Main Street,Ville Platte,Evangeline Parish,Louisiana,United States,70586,30.6914813,-92.2806674,true
 1210 S. Ryan Street,Basile,LA,70515,"",1210,South Ryan Avenue,Basile,Evangeline Parish,Louisiana,United States,70515,30.4837013,-92.5921954,true
 1301 W Laurel Street,Eunice,LA,70535,"",1301,West Laurel Avenue,Eunice,St. Landry Parish,Louisiana,United States,70535,30.4948828,-92.4278399,true
 211 St. Mary's Avenue,La Plata,MD,20646,"",211,Saint Marys Avenue,La Plata,Charles County,Maryland,United States,20646,38.5249374,-76.97936299999999,false
 208 N. 5th Street,Atchison,KS,66002,"",208,North 5th Street,Atchison,Atchison County,Kansas,United States,66002,39.5630441,-95.1190803,false
 303 S Cortez Street,Prescott, AZ,86303,"",303,South Cortez Street,Prescott,Yavapai County,Arizona,United States,86303,34.537692,-112.468378,false
 8480 E. Valley Dr,Prescott Valley,AZ,86314,"",8480,East Valley Road,Prescott Valley,Yavapai County,Arizona,United States,86314,34.5864356,-112.3172584,true
 2620 W. Main Street,Jacksonville,AR,72076,"",2620,West Main Street,Jacksonville,Pulaski County,Arkansas,United States,72076,34.8672786,-92.14159269999999,false
 4601 South Western Avenue,Marion,IN,46953,"",4601,South Western Avenue,Marion,Grant County,Indiana,United States,46953,40.51444300000001,-85.672371,false
 1465 N. Central Avenue,Alexander City,AL,35011,"",1465,North Central Avenue,Alexander City,Tallapoosa County,Alabama,United States,35010,32.961454,-85.96375830000001,true
 734 Boone St,Whitesville,WV,25209,"",734,Boone Street,Whitesville,Boone County,West Virginia,United States,25209,37.9748334,-81.5286352,true
 11 Main Street,Lisbon,ND,58054,"",11,Main Street,Lisbon,Ransom County,North Dakota,United States,58054,46.4467252,-97.68150949999999,false
 11 1st Street NW,Gwinner,ND,58040,"",11,1st Street Northwest,Gwinner,Sargent County,North Dakota,United States,58040,46.2257691,-97.6639304,false
 100 State Street,Groveton,NH,3582,"",100,State Street,Northumberland,Coos County,New Hampshire,United States,03582,44.59850950000001,-71.5139088,true
 607 Carolina Ave,Chester,WV,26034,"",607,Carolina Avenue,Chester,Hancock County,West Virginia,United States,26034,40.6149042,-80.56045259999999,false
 106 Cherry St,Pineville,KY,40977,"","",Cherry Street,Pineville,Bell County,Kentucky,United States,40977,36.7606598,-83.69443009999999,true
 710 S. Dewey,Bartlesville,OK,74003,"",710,South Dewey Avenue,Bartlesville,Washington County,Oklahoma,United States,74003,36.7458597,-95.9766922,true
 107 N Skookum,Janesville,MN,56048,"",107,North Skookum Street,Janesville,Waseca County,Minnesota,United States,56048,44.1158872,-93.7114095,true
 29 N. Main Street,Germantown,OH,45327,"",29,North Main Street,Germantown,Montgomery County,Ohio,United States,45327,39.62564800000001,-84.37129399999999,false
 148 W. University Pkwy,Jackson,TN,38305,"",148,West University Parkway,Jackson,Madison County,Tennessee,United States,38305,35.6956429,-88.83524799999999,false
 1102 S. Highland Avenue,Covington,VA ,24426,"",1102,South Highland Avenue,Covington,"",Virginia,United States,24426,37.781886,-79.98760999999999,false
 26307 E. Huron River,Flat Rock,MI,48134,"",26307,Huron River Drive,Flat Rock,Wayne County,Michigan,United States,48134,42.09562349999999,-83.29321499999999,true
 298 South Broadway,Lawrence,MA,1843,"",298,South Broadway,Lawrence,Essex County,Massachusetts,United States,01843,42.6908398,-71.1594446,true
 426 W. New River,Gonzales,LA,70737,"",426,West New River Street,Gonzales,Ascension Parish,Louisiana,United States,70737,30.2409921,-90.9241437,true
 209 N. Elm Street,"Plainview,",NE,68769,"",209,North Elm Street,Plainview,Pierce County,Nebraska,United States,68769,42.3520517,-97.7947762,false
 100 Second Street,Osmond,NE,68765,"","",2nd Street,Osmond,Pierce County,Nebraska,United States,68765,42.3576291,-97.5938879,true
 East Highway 20,"Orchard,",NE,68764,"","",Highway 20,Orchard,"",Nebraska,United States,68764,42.3352842,-98.26186159999999,true
 108 W. Narroway,Benton,AR,72018,"",108,West Narroway Street,Benton,Saline County,Arkansas,United States,72015,34.5681065,-92.5870047,true
 740 S Broadway,Pennsville,NJ,8070,"",740,South Broadway,Pennsville Township,Salem County,New Jersey,United States,08070,39.610207,-75.50000899999999,true
 47 State Street,Penns Grove,NJ,8069,"",47,State Street,Penns Grove,Salem County,New Jersey,United States,08069,39.7285139,-75.4706379,true
 702 Riverside Drive,Asheville,NC,28801,"",702,Riverside Drive,Asheville,Buncombe County,North Carolina,United States,28801,35.6081501,-82.5775915,false
 89-B Thompson Street,Asheville,NC,28803,"",89,Thompson Street,Asheville,Buncombe County,North Carolina,United States,28803,35.5705,-82.536997,true
 731 Roanoke Avenue,Roanoke Rapids,NC,27870,"",731,Roanoke Avenue,Roanoke Rapids,Halifax County,North Carolina,United States,27870,36.4600676,-77.655553,false
 6580 E 73rd Ave,Commerce City,CO,80022,"",6580,East 73rd Avenue,Commerce City,Adams County,Colorado,United States,80022,39.829044,-104.910982,false
 6370 Union St,Arvada,CO,80004,"",6370,Union Street,Arvada,Jefferson County,Colorado,United States,80004,39.8120977,-105.1317631,false
 40 Terrace Street,Brattleboro,VT,5301,"",40,Terrace Street,Brattleboro,Windham County,Vermont,United States,05301,42.85707000000001,-72.55821999999999,true
 118 E. Main Street,Sevierville,TN,37862,"",118,East Main Street,Sevierville,Sevier County,Tennessee,United States,37862,35.868973,-83.56372019999999,false
 220 Emert Street,Pigeon Forge,TN,37863,"",220,Emert Street,Pigeon Forge,Sevier County,Tennessee,United States,37863,35.782614,-83.55332399999999,false
 801 14th Street,Cloquet,MN,55720,"",801,14th Street,Cloquet,Carlton County,Minnesota,United States,55720,46.71166239999999,-92.44989,false
